gloss,path
BREACH,media/SG ASL Dictionary/ASL B/SG ASL Breach 2 2024-7-13 Upload/Documentation/SG ASL Breach 2 2024-7-13 CC.mp4
BOLTLIGHTNING202464,media/SG ASL Dictionary/ASL B/SG ASL Bolt Lightning 2024-6-4 Upload/Documentation/SG ASL Bolt Lightning 2024-6-4 CC.mp4
BECAUSE(ALT),media/SG ASL Dictionary/ASL B/SG ASL Because (Alt) 2 2024-2-25 Upload/Documentation/SG ASL Because (Alt) 2 2024-2-25 CC.mp4
BIOGRAPHY2024422,media/SG ASL Dictionary/ASL B/SG ASL Biography 2024-4-22 Upload/Documentation/SG ASL Biography 2024-4-22 CC.mp4
BADACTION,media/SG ASL Dictionary/ASL B/SG ASL Bad Action 2 2023-12-11 Upload/Documentation/SG ASL Bad Action 2 2023-12-11 CC.mp4
BEYOURSELF2024212,media/SG ASL Dictionary/ASL B/SG ASL Be Yourself 2024-2-12 Upload/Documentation/SG ASL Be Yourself 2024-2-12 CC.mp4
BUDDHISTALT2024812,media/SG ASL Dictionary/ASL B/SG ASL Buddhist Alt 2024-8-12 Upload/Documentation/SG ASL Buddhist Alt 2024-8-12 CC.mp4
BUCKETALT2024810,media/SG ASL Dictionary/ASL B/SG ASL Bucket Alt 2024-8-10 Upload/Documentation/SG ASL Bucket Alt 2024-8-10 CC.mp4
BURSTINTOFLAMES,media/SG ASL Dictionary/ASL B/SG ASL Burst into Flames 2 2024-8-29 Upload/Documentation/SG ASL Burst into Flames 2 2024-8-29 CC.mp4
BANAL,media/SG ASL Dictionary/ASL B/SG ASL Banal 1 2023-12-23 Upload/Documentation/SG ASL Banal 1 2023-12-23 CC.mp4
BLOWIT,media/SG ASL Dictionary/ASL B/SG ASL Blow it 2 2024-5-20 Upload/Documentation/SG ASL Blow it 2 2024-5-20 CC.mp4
BREEZE2024725,media/SG ASL Dictionary/ASL B/SG ASL Breeze 2024-7-25 Upload/Documentation/SG ASL Breeze 2024-7-25 CC.mp4
BURPEE,media/SG ASL Dictionary/ASL B/SG ASL Burpee 1 2024-8-29 Upload/Documentation/SG ASL Burpee 1 2024-8-29 CC.mp4
BEQUEATH,media/SG ASL Dictionary/ASL B/SG ASL Bequeath 2 2024-3-30 Upload/Documentation/SG ASL Bequeath 2 2024-3-30 CC.mp4
BAGEL,media/SG ASL Dictionary/ASL B/SG ASL Bagel 3 2023-12-16 Upload/Documentation/SG ASL Bagel 3 2023-12-16 CC.mp4
BID(ALT)2024412,media/SG ASL Dictionary/ASL B/SG ASL Bid (Alt) 2024-4-12 Upload/Documentation/SG ASL Bid (Alt) 2024-4-12 CC.mp4
BATMITZVAH,media/SG ASL Dictionary/ASL B/SG ASL Bat Mitzvah 2 2024-2-1 Upload/Documentation/SG ASL Bat Mitzvah 2 2024-2-1 CC.mp4
BACKDROP,media/SG ASL Dictionary/ASL B/SG ASL Backdrop 2 2023-12-4 Upload/Documentation/SG ASL Backdrop 2 2023-12-4 CC.mp4
BRACES,media/SG ASL Dictionary/ASL B/SG ASL Braces 2 2024-7-6 Upload/Documentation/SG ASL Braces 2 2024-7-6 CC.mp4
BEWARE202447,media/SG ASL Dictionary/ASL B/SG ASL Beware 2024-4-7 Upload/Documentation/SG ASL Beware 2024-4-7 CC.mp4
BEST(VARIANT),media/SG ASL Dictionary/ASL B/SG ASL Best (Variant) 2 2024-4-3 Upload/Documentation/SG ASL Best (Variant) 2 2024-4-3 CC.mp4
BEDTIME202431,media/SG ASL Dictionary/ASL B/SG ASL Bedtime 2024-3-1 Upload/Documentation/SG ASL Bedtime 2024-3-1 CC.mp4
BLOAT2024513,media/SG ASL Dictionary/ASL B/SG ASL Bloat 2024-5-13 Upload/Documentation/SG ASL Bloat 2024-5-13 CC.mp4
BOWTIE202473,media/SG ASL Dictionary/ASL B/SG ASL Bowtie 2024-7-3 Upload/Documentation/SG ASL Bowtie 2024-7-3 CC.mp4
BITCH2024425,media/SG ASL Dictionary/ASL B/SG ASL Bitch 2024-4-25 Upload/Documentation/SG ASL Bitch 2024-4-25 CC.mp4
BEARD(ALT)2024220,media/SG ASL Dictionary/ASL B/SG ASL Beard (Alt) 2024-2-20 Upload/Documentation/SG ASL Beard (Alt) 2024-2-20 CC.mp4
BET(ALT)202445,media/SG ASL Dictionary/ASL B/SG ASL Bet (Alt) 2024-4-5 Upload/Documentation/SG ASL Bet (Alt) 2024-4-5 CC.mp4
BULLETTRAIN2024813,media/SG ASL Dictionary/ASL B/SG ASL Bullet Train 2024-8-13 Upload/Documentation/SG ASL Bullet Train 2024-8-13 CC.mp4
BEGIN,media/SG ASL Dictionary/ASL B/SG ASL Begin 1 2024-3-10 Upload/Documentation/SG ASL Begin 1 2024-3-10 CC.mp4
BENEFITOFTHEDOUBT2024326,media/SG ASL Dictionary/ASL B/SG ASL Benefit of the Doubt 2024-3-26 Upload/Documentation/SG ASL Benefit of the Doubt 2024-3-26 CC.mp4
BUNNYALT2024820,media/SG ASL Dictionary/ASL B/SG ASL Bunny Alt 2024-8-20 Upload/Documentation/SG ASL Bunny Alt 2024-8-20 CC.mp4
BILLION,media/SG ASL Dictionary/ASL B/SG ASL Billion 1 2024-4-17 Upload/Documentation/SG ASL Billion 1 2024-4-17 CC.mp4
BUSTMALE202493,media/SG ASL Dictionary/ASL B/SG ASL Bust Male 2024-9-3 Upload/Documentation/SG ASL Bust Male 2024-9-3 CC.mp4
BUSINESSCARD202492,media/SG ASL Dictionary/ASL B/SG ASL Business Card 2024-9-2 Upload/Documentation/SG ASL Business Card 2024-9-2 CC.mp4
BLOOMEXTENDED2024519,media/SG ASL Dictionary/ASL B/SG ASL Bloom Extended 2024-5-19 Upload/Documentation/SG ASL Bloom Extended 2024-5-19 CC.mp4
BUM2024819,media/SG ASL Dictionary/ASL B/SG ASL Bum 2024-8-19 Upload/Documentation/SG ASL Bum 2024-8-19 CC.mp4
BARELY(ALT)2024113,media/SG ASL Dictionary/ASL B/SG ASL Barely (Alt) 2024-1-13 Upload/Documentation/SG ASL Barely (Alt) 2024-1-13 CC.mp4
BLACKPEOPLEOTHER,media/SG ASL Dictionary/ASL B/SG ASL Black People Other 1 2024-4-29 Upload/Documentation/SG ASL Black People Other 1 2024-4-29 CC.mp4
BARN(EXTENDED)2024115,media/SG ASL Dictionary/ASL B/SG ASL Barn (Extended) 2024-1-15 Upload/Documentation/SG ASL Barn (Extended) 2024-1-15 CC.mp4
BEHIND2024313,media/SG ASL Dictionary/ASL B/SG ASL Behind 2024-3-13 Upload/Documentation/SG ASL Behind 2024-3-13 CC.mp4
BLOCKDEFENSIVE,media/SG ASL Dictionary/ASL B/SG ASL Block Defensive 1 2024-5-13 Upload/Documentation/SG ASL Block Defensive 1 2024-5-13 CC.mp4
BABYISH,media/SG ASL Dictionary/ASL B/SG ASL Babyish 2 2023-11-26 Upload/Documentation/SG ASL Babyish 2 2023-11-26 CC.mp4
BEAR(ALT)2024215,media/SG ASL Dictionary/ASL B/SG ASL Bear (Alt) 2024-2-15 Upload/Documentation/SG ASL Bear (Alt) 2024-2-15 CC.mp4
BACKSTAB,media/SG ASL Dictionary/ASL B/SG ASL Backstab 3 2023-12-10 Upload/Documentation/SG ASL Backstab 3 2023-12-10 CC.mp4
BUDDY2024812,media/SG ASL Dictionary/ASL B/SG ASL Buddy 2024-8-12 Upload/Documentation/SG ASL Buddy 2024-8-12 CC.mp4
BETTER202446,media/SG ASL Dictionary/ASL B/SG ASL Better 2024-4-6 Upload/Documentation/SG ASL Better 2024-4-6 CC.mp4
BURLY2024826,media/SG ASL Dictionary/ASL B/SG ASL Burly 2024-8-26 Upload/Documentation/SG ASL Burly 2024-8-26 CC.mp4
BEYOND202449,media/SG ASL Dictionary/ASL B/SG ASL Beyond 2024-4-9 Upload/Documentation/SG ASL Beyond 2024-4-9 CC.mp4
BEHAVE(ALT)2024311,media/SG ASL Dictionary/ASL B/SG ASL Behave (Alt) 2024-3-11 Upload/Documentation/SG ASL Behave (Alt) 2024-3-11 CC.mp4
BEARD2024220,media/SG ASL Dictionary/ASL B/SG ASL Beard 2024-2-20 Upload/Documentation/SG ASL Beard 2024-2-20 CC.mp4
BLESSING,media/SG ASL Dictionary/ASL B/SG ASL Blessing 2 2024-5-9 Upload/Documentation/SG ASL Blessing 2 2024-5-9 CC.mp4
BLESS,media/SG ASL Dictionary/ASL B/SG ASL Bless 2 2024-5-8 Upload/Documentation/SG ASL Bless 2 2024-5-8 CC.mp4
BASTARD(ALT)2024130,media/SG ASL Dictionary/ASL B/SG ASL Bastard (Alt) 2024-1-30 Upload/Documentation/SG ASL Bastard (Alt) 2024-1-30 CC.mp4
BAN(ALT)20231223,media/SG ASL Dictionary/ASL B/SG ASL Ban (Alt) 2023-12-23 Upload/Documentation/SG ASL Ban (Alt) 2023-12-23 CC.mp4
BUCKLEUP2024811,media/SG ASL Dictionary/ASL B/SG ASL Buckle Up 2024-8-11 Upload/Documentation/SG ASL Buckle Up 2024-8-11 CC.mp4
BRAINWASH202478,media/SG ASL Dictionary/ASL B/SG ASL Brainwash 2024-7-8 Upload/Documentation/SG ASL Brainwash 2024-7-8 CC.mp4
BISHOPALT2024425,media/SG ASL Dictionary/ASL B/SG ASL Bishop Alt 2024-4-25 Upload/Documentation/SG ASL Bishop Alt 2024-4-25 CC.mp4
BROWN202487,media/SG ASL Dictionary/ASL B/SG ASL Brown 2024-8-7 Upload/Documentation/SG ASL Brown 2024-8-7 CC.mp4
BREASTMILK2024723,media/SG ASL Dictionary/ASL B/SG ASL Breastmilk 2024-7-23 Upload/Documentation/SG ASL Breastmilk 2024-7-23 CC.mp4
BLOODSUGAR,media/SG ASL Dictionary/ASL B/SG ASL Blood Sugar 1 2024-5-17 Upload/Documentation/SG ASL Blood Sugar 1 2024-5-17 CC.mp4
BECKON2024226,media/SG ASL Dictionary/ASL B/SG ASL Beckon 2024-2-26 Upload/Documentation/SG ASL Beckon 2024-2-26 CC.mp4
BARCELONA,media/SG ASL Dictionary/ASL B/SG ASL Barcelona 2 2024-1-13 Upload/Documentation/SG ASL Barcelona 2 2024-1-13 CC.mp4
BACKBONE2023123,media/SG ASL Dictionary/ASL B/SG ASL Backbone 2023-12-3 Upload/Documentation/SG ASL Backbone 2023-12-3 CC.mp4
BLOWOFF2024521,media/SG ASL Dictionary/ASL B/SG ASL Blow Off 2024-5-21 Upload/Documentation/SG ASL Blow Off 2024-5-21 CC.mp4
BUTTONS202495,media/SG ASL Dictionary/ASL B/SG ASL Buttons 2024-9-5 Upload/Documentation/SG ASL Buttons 2024-9-5 CC.mp4
BELOVED(ALT),media/SG ASL Dictionary/ASL B/SG ASL Beloved (Alt) 2 2024-3-19 Upload/Documentation/SG ASL Beloved (Alt) 2 2024-3-19 CC.mp4
BEAUTY(ALT)2024224,media/SG ASL Dictionary/ASL B/SG ASL Beauty (Alt) 2024-2-24 Upload/Documentation/SG ASL Beauty (Alt) 2024-2-24 CC.mp4
BLUNT2024528,media/SG ASL Dictionary/ASL B/SG ASL Blunt 2024-5-28 Upload/Documentation/SG ASL Blunt 2024-5-28 CC.mp4
BIGWIDE2024414,media/SG ASL Dictionary/ASL B/SG ASL Big Wide 2024-4-14 Upload/Documentation/SG ASL Big Wide 2024-4-14 CC.mp4
BAHAMAS,media/SG ASL Dictionary/ASL B/SG ASL Bahamas 2 2023-12-16 Upload/Documentation/SG ASL Bahamas 2 2023-12-16 CC.mp4
BILLDOLLAR2024415,media/SG ASL Dictionary/ASL B/SG ASL Bill Dollar 2024-4-15 Upload/Documentation/SG ASL Bill Dollar 2024-4-15 CC.mp4
BRAGALT202477,media/SG ASL Dictionary/ASL B/SG ASL Brag Alt 2024-7-7 Upload/Documentation/SG ASL Brag Alt 2024-7-7 CC.mp4
BLENDERCOOKING202458,media/SG ASL Dictionary/ASL B/SG ASL Blender Cooking 2024-5-8 Upload/Documentation/SG ASL Blender Cooking 2024-5-8 CC.mp4
BRIBEALT,media/SG ASL Dictionary/ASL B/SG ASL Bribe Alt 2 2024-7-26 Upload/Documentation/SG ASL Bribe Alt 2 2024-7-26 CC.mp4
BATTERY202428,media/SG ASL Dictionary/ASL B/SG ASL Battery 2024-2-8 Upload/Documentation/SG ASL Battery 2024-2-8 CC.mp4
BULLSHIT,media/SG ASL Dictionary/ASL B/SG ASL Bullshit 2 2024-8-13 Upload/Documentation/SG ASL Bullshit 2 2024-8-13 CC.mp4
BELARUS,media/SG ASL Dictionary/ASL B/SG ASL Belarus 1 2024-3-15 Upload/Documentation/SG ASL Belarus 1 2024-3-15 CC.mp4
BASKETBALL,media/SG ASL Dictionary/ASL B/SG ASL Basketball 2 2024-1-26 Upload/Documentation/SG ASL Basketball 2 2024-1-26 CC.mp4
BADMINTON,media/SG ASL Dictionary/ASL B/SG ASL Badminton 1 2023-12-13 Upload/Documentation/SG ASL Badminton 1 2023-12-13 CC.mp4
BUMPINTHEROAD,media/SG ASL Dictionary/ASL B/SG ASL Bump in the Road 2 2024-8-17 Upload/Documentation/SG ASL Bump in the Road 2 2024-8-17 CC.mp4
BARGIN,media/SG ASL Dictionary/ASL B/SG ASL Bargin 1 2024-1-14 Upload/Documentation/SG ASL Bargin 1 2024-1-14 CC.mp4
BRAILLE202478,media/SG ASL Dictionary/ASL B/SG ASL Braille 2024-7-8 Upload/Documentation/SG ASL Braille 2024-7-8 CC.mp4
BLONDEALT2024515,media/SG ASL Dictionary/ASL B/SG ASL Blonde Alt 2024-5-15 Upload/Documentation/SG ASL Blonde Alt 2024-5-15 CC.mp4
BRAKE202479,media/SG ASL Dictionary/ASL B/SG ASL Brake 2024-7-9 Upload/Documentation/SG ASL Brake 2024-7-9 CC.mp4
BIRTHDAYALT2024424,media/SG ASL Dictionary/ASL B/SG ASL Birthday Alt 2024-4-24 Upload/Documentation/SG ASL Birthday Alt 2024-4-24 CC.mp4
BIRTH2024424,media/SG ASL Dictionary/ASL B/SG ASL Birth 2024-4-24 Upload/Documentation/SG ASL Birth 2024-4-24 CC.mp4
BEDROOM2024229,media/SG ASL Dictionary/ASL B/SG ASL Bedroom 2024-2-29 Upload/Documentation/SG ASL Bedroom 2024-2-29 CC.mp4
BOYCOTT202474,media/SG ASL Dictionary/ASL B/SG ASL Boycott 2024-7-4 Upload/Documentation/SG ASL Boycott 2024-7-4 CC.mp4
BOLTMETAL202465,media/SG ASL Dictionary/ASL B/SG ASL Bolt Metal 2024-6-5 Upload/Documentation/SG ASL Bolt Metal 2024-6-5 CC.mp4
BANGS,media/SG ASL Dictionary/ASL B/SG ASL Bangs 2 2024-1-4 Upload/Documentation/SG ASL Bangs 2 2024-1-4 CC.mp4
BEAU2024224,media/SG ASL Dictionary/ASL B/SG ASL Beau 2024-2-24 Upload/Documentation/SG ASL Beau 2024-2-24 CC.mp4
BROKEENGINEALT202482,media/SG ASL Dictionary/ASL B/SG ASL Broke Engine Alt 2024-8-2 Upload/Documentation/SG ASL Broke Engine Alt 2024-8-2 CC.mp4
BODYLANGUAGE202462,media/SG ASL Dictionary/ASL B/SG ASL Body Language 2024-6-2 Upload/Documentation/SG ASL Body Language 2024-6-2 CC.mp4
BLIZZARD,media/SG ASL Dictionary/ASL B/SG ASL Blizzard 2 2024-5-12 Upload/Documentation/SG ASL Blizzard 2 2024-5-12 CC.mp4
BADGER,media/SG ASL Dictionary/ASL B/SG ASL Badger 1 2023-12-13 Upload/Documentation/SG ASL Badger 1 2023-12-13 CC.mp4
BARGAIN(VARIANT),media/SG ASL Dictionary/ASL B/SG ASL Bargain (Variant) 4 2024-1-13 Upload/Documentation/SG ASL Bargain (Variant) 4 2024-1-13 CC.mp4
BARBADOS(ALT)2024111,media/SG ASL Dictionary/ASL B/SG ASL Barbados (Alt) 2024-1-11 Upload/Documentation/SG ASL Barbados (Alt) 2024-1-11 CC.mp4
BOOTSALT2024618,media/SG ASL Dictionary/ASL B/SG ASL Boots Alt 2024-6-18 Upload/Documentation/SG ASL Boots Alt 2024-6-18 CC.mp4
BOWARCHERY2024630,media/SG ASL Dictionary/ASL B/SG ASL Bow Archery 2024-6-30 Upload/Documentation/SG ASL Bow Archery 2024-6-30 CC.mp4
BLINDSHORIZONTALALT2024510,media/SG ASL Dictionary/ASL B/SG ASL Blinds Horizontal Alt 2024-5-10 Upload/Documentation/SG ASL Blinds Horizontal Alt 2024-5-10 CC.mp4
BOGUSALT202462,media/SG ASL Dictionary/ASL B/SG ASL Bogus Alt 2024-6-2 Upload/Documentation/SG ASL Bogus Alt 2024-6-2 CC.mp4
BRAT2024711,media/SG ASL Dictionary/ASL B/SG ASL Brat 2024-7-11 Upload/Documentation/SG ASL Brat 2024-7-11 CC.mp4
BASIC,media/SG ASL Dictionary/ASL B/SG ASL Basic 2 2024-1-24 Upload/Documentation/SG ASL Basic 2 2024-1-24 CC.mp4
BOOKMARK,media/SG ASL Dictionary/ASL B/SG ASL Bookmark 1 2024-6-12 Upload/Documentation/SG ASL Bookmark 1 2024-6-12 CC.mp4
BENEFIT(ALT)2024326,media/SG ASL Dictionary/ASL B/SG ASL Benefit (Alt) 2024-3-26 Upload/Documentation/SG ASL Benefit (Alt) 2024-3-26 CC.mp4
BLABBERMOUTHVARIANT2024427,media/SG ASL Dictionary/ASL B/SG ASL Blabbermouth Variant 2024-4-27 Upload/Documentation/SG ASL Blabbermouth Variant 2024-4-27 CC.mp4
BABY20231128,media/SG ASL Dictionary/ASL B/SG ASL Baby 2023-11-28 Upload/Documentation/SG ASL Baby 2023-11-28 CC.mp4
BUSTSTATUE202493,media/SG ASL Dictionary/ASL B/SG ASL Bust Statue 2024-9-3 Upload/Documentation/SG ASL Bust Statue 2024-9-3 CC.mp4
BATTERY(VARIANT)202428,media/SG ASL Dictionary/ASL B/SG ASL Battery (Variant) 2024-2-8 Upload/Documentation/SG ASL Battery (Variant) 2024-2-8 CC.mp4
BEEPER202434,media/SG ASL Dictionary/ASL B/SG ASL Beeper 2024-3-4 Upload/Documentation/SG ASL Beeper 2024-3-4 CC.mp4
BINGO2024422,media/SG ASL Dictionary/ASL B/SG ASL Bingo 2024-4-22 Upload/Documentation/SG ASL Bingo 2024-4-22 CC.mp4
BEWITCH(ALT)202448,media/SG ASL Dictionary/ASL B/SG ASL Bewitch (Alt) 2024-4-8 Upload/Documentation/SG ASL Bewitch (Alt) 2024-4-8 CC.mp4
BIOGRAPHICALFATHER2024422,media/SG ASL Dictionary/ASL B/SG ASL Biographical Father 2024-4-22 Upload/Documentation/SG ASL Biographical Father 2024-4-22 CC.mp4
BLUR,media/SG ASL Dictionary/ASL B/SG ASL Blur 2 2024-5-28 Upload/Documentation/SG ASL Blur 2 2024-5-28 CC.mp4
BRIGHTSMART,media/SG ASL Dictionary/ASL B/SG ASL Bright Smart 1 2024-7-27 Upload/Documentation/SG ASL Bright Smart 1 2024-7-27 CC.mp4
BARBARIC,media/SG ASL Dictionary/ASL B/SG ASL Barbaric 3 2024-1-11 Upload/Documentation/SG ASL Barbaric 3 2024-1-11 CC.mp4
BRAIDHAIRSTYLEBACK202478,media/SG ASL Dictionary/ASL B/SG ASL Braid Hairstyle Back 2024-7-8 Upload/Documentation/SG ASL Braid Hairstyle Back 2024-7-8 CC.mp4
BARE2024113,media/SG ASL Dictionary/ASL B/SG ASL Bare 2024-1-13 Upload/Documentation/SG ASL Bare 2024-1-13 CC.mp4
BEFORE(ALT)202436,media/SG ASL Dictionary/ASL B/SG ASL Before (Alt) 2024-3-6 Upload/Documentation/SG ASL Before (Alt) 2024-3-6 CC.mp4
BEERCAN202435,media/SG ASL Dictionary/ASL B/SG ASL Beer Can 2024-3-5 Upload/Documentation/SG ASL Beer Can 2024-3-5 CC.mp4
MY202469,media/SG ASL Dictionary/ASL M/SG ASL My 2024-6-9 Upload/Documentation/SG ASL My 2024-6-9 CC.mp4
MYNAMEIS202469,media/SG ASL Dictionary/ASL M/SG ASL My Name Is 2024-6-9 Upload/Documentation/SG ASL My Name Is 2024-6-9 CC.mp4
CONSIDER2H202561,media/SG ASL Dictionary/ASL C/SG ASL Consider 2h 2025-6-1 Upload/Documentation/SG ASL Consider 2h 2025-6-1 CC.mp4
COMPOSED2025419,media/SG ASL Dictionary/ASL C/SG ASL Composed 2025-4-19 Upload/Documentation/SG ASL Composed 2025-4-19 CC.mp4
CONCERNEDALT2025426,media/SG ASL Dictionary/ASL C/SG ASL Concerned Alt 2025-4-26 Upload/Documentation/SG ASL Concerned Alt 2025-4-26 CC.mp4
CONFIRMATIONALT2025517,media/SG ASL Dictionary/ASL C/SG ASL Confirmation Alt 2025-5-17 Upload/Documentation/SG ASL Confirmation Alt 2025-5-17 CC.mp4
COCKTAIL202532,media/SG ASL Dictionary/ASL C/SG ASL Cocktail 2025-3-2 Upload/Documentation/SG ASL Cocktail 2025-3-2 CC.mp4
CARINSURANCE20241014,media/SG ASL Dictionary/ASL C/SG ASL Car Insurance 2024-10-14 Upload/Documentation/SG ASL Car Insurance 2024-10-14 CC.mp4
COMPASSIONFORSOMETHING2H202544,media/SG ASL Dictionary/ASL C/SG ASL Compassion For Something 2H 2025-4-4 Upload/Documentation/SG ASL Compassion For Something 2H 2025-4-4 CC.mp4
CHIRP2025113,media/SG ASL Dictionary/ASL C/SG ASL Chirp 2025-1-13 Upload/Documentation/SG ASL Chirp 2025-1-13 CC.mp4
CHOIRALT2025114,media/SG ASL Dictionary/ASL C/SG ASL Choir Alt 2025-1-14 Upload/Documentation/SG ASL Choir Alt 2025-1-14 CC.mp4
CAMEL2025213,media/SG ASL Dictionary/ASL C/SG ASL Camel 2025-2-13 Upload/Documentation/SG ASL Camel 2025-2-13 CC.mp4
COMPILE2025413,media/SG ASL Dictionary/ASL C/SG ASL Compile 2025-4-13 Upload/Documentation/SG ASL Compile 2025-4-13 CC.mp4
CLOSEKNIT202524,media/SG ASL Dictionary/ASL C/SG ASL Close Knit 2025-2-4 Upload/Documentation/SG ASL Close Knit 2025-2-4 CC.mp4
CLANDENSTINE,media/SG ASL Dictionary/ASL C/SG ASL Clandenstine 1 2025-2-17 Upload/Documentation/SG ASL Clandenstine 1 2025-2-17 CC.mp4
CALCULATORALT,media/SG ASL Dictionary/ASL C/SG ASL Calculator Alt 2 2024-10-19 Upload/Documentation/SG ASL Calculator Alt 2 2024-10-19 CC.mp4
CLAMPALT2025216,media/SG ASL Dictionary/ASL C/SG ASL Clamp Alt 2025-2-16 Upload/Documentation/SG ASL Clamp Alt 2025-2-16 CC.mp4
CLASSROOM2025222,media/SG ASL Dictionary/ASL C/SG ASL Classroom 2025-2-22 Upload/Documentation/SG ASL Classroom 2025-2-22 CC.mp4
CHRISTENALT2025118,media/SG ASL Dictionary/ASL C/SG ASL Christen Alt 2025-1-18 Upload/Documentation/SG ASL Christen Alt 2025-1-18 CC.mp4
CLOSEDOOR202524,media/SG ASL Dictionary/ASL C/SG ASL Close Door 2025-2-4 Upload/Documentation/SG ASL Close Door 2025-2-4 CC.mp4
CANCONTAINERBIG2024918,media/SG ASL Dictionary/ASL C/SG ASL Can Container Big 2024-9-18 Upload/Documentation/SG ASL Can Container Big 2024-9-18 CC.mp4
CLEANEXT2025224,media/SG ASL Dictionary/ASL C/SG ASL Clean Ext 2025-2-24 Upload/Documentation/SG ASL Clean Ext 2025-2-24 CC.mp4
COLLAR202539,media/SG ASL Dictionary/ASL C/SG ASL Collar 2025-3-9 Upload/Documentation/SG ASL Collar 2025-3-9 CC.mp4
CHANTALT20241216,media/SG ASL Dictionary/ASL C/SG ASL Chant Alt 2024-12-16 Upload/Documentation/SG ASL Chant Alt 2024-12-16 CC.mp4
CHINA2025111,media/SG ASL Dictionary/ASL C/SG ASL China 2025-1-11 Upload/Documentation/SG ASL China 2025-1-11 CC.mp4
CONDUCTCARRYOUT2025514,"media/SG ASL Dictionary/ASL C/SG ASL Conduct, Carry Out 2025-5-14 Upload/Documentation/SG ASL Conduct, Carry Out 2025-5-14 CC.mp4"
CONSORT202563,media/SG ASL Dictionary/ASL C/SG ASL Consort 2025-6-3 Upload/Documentation/SG ASL Consort 2025-6-3 CC.mp4
CHEMIST202513,media/SG ASL Dictionary/ASL C/SG ASL Chemist 2025-1-3 Upload/Documentation/SG ASL Chemist 2025-1-3 CC.mp4
CHEMICAL202513,media/SG ASL Dictionary/ASL C/SG ASL Chemical 2025-1-3 Upload/Documentation/SG ASL Chemical 2025-1-3 CC.mp4
CONCERNED2025427,media/SG ASL Dictionary/ASL C/SG ASL Concerned 2025-4-27 Upload/Documentation/SG ASL Concerned 2025-4-27 CC.mp4
CAUTIOUS20241120,media/SG ASL Dictionary/ASL C/SG ASL Cautious 2024-11-20 Upload/Documentation/SG ASL Cautious 2024-11-20 CC.mp4
COMMENCE2025329,media/SG ASL Dictionary/ASL C/SG ASL Commence 2025-3-29 Upload/Documentation/SG ASL Commence 2025-3-29 CC.mp4
CHATTER20241224,media/SG ASL Dictionary/ASL C/SG ASL Chatter 2024-12-24 Upload/Documentation/SG ASL Chatter 2024-12-24 CC.mp4
COMPLACENT2025413,media/SG ASL Dictionary/ASL C/SG ASL Complacent 2025-4-13 Upload/Documentation/SG ASL Complacent 2025-4-13 CC.mp4
CONFIDENCE2025516,media/SG ASL Dictionary/ASL C/SG ASL Confidence 2025-5-16 Upload/Documentation/SG ASL Confidence 2025-5-16 CC.mp4
COLLAPSEALT202539,media/SG ASL Dictionary/ASL C/SG ASL Collapse Alt 2025-3-9 Upload/Documentation/SG ASL Collapse Alt 2025-3-9 CC.mp4
CHURCHALT2025122,media/SG ASL Dictionary/ASL C/SG ASL Church Alt 2025-1-22 Upload/Documentation/SG ASL Church Alt 2025-1-22 CC.mp4
CHIEF202517,media/SG ASL Dictionary/ASL C/SG ASL Chief 2025-1-7 Upload/Documentation/SG ASL Chief 2025-1-7 CC.mp4
CAMCORDER2024117,media/SG ASL Dictionary/ASL C/SG ASL Camcorder 2024-11-7 Upload/Documentation/SG ASL Camcorder 2024-11-7 CC.mp4
CAMELALT2024117,media/SG ASL Dictionary/ASL C/SG ASL Camcorder 2024-11-7 Upload/SG ASL Camel Alt 2024-11-7 Upload/Documentation/SG ASL Camel Alt 2024-11-7 CC.mp4
CAMEL2024117,media/SG ASL Dictionary/ASL C/SG ASL Camcorder 2024-11-7 Upload/SG ASL Camel 2024-11-7 Upload/Documentation/SG ASL Camel 2024-11-7 CC.mp4
COAX202531,media/SG ASL Dictionary/ASL C/SG ASL Coax 2025-3-1 Upload/Documentation/SG ASL Coax 2025-3-1 CC.mp4
CHANGENOCHANGE20241215,media/SG ASL Dictionary/ASL C/SG ASL Change No Change 2024-12-15 Upload/Documentation/SG ASL Change No Change 2024-12-15 CC.mp4
CAMPGROUND2024912,media/SG ASL Dictionary/ASL C/SG ASL Campground 2024-9-12 Upload/Documentation/SG ASL Campground 2024-9-12 CC.mp4
CIRCUS2025126,media/SG ASL Dictionary/ASL C/SG ASL Circus 2025-1-26 Upload/Documentation/SG ASL Circus 2025-1-26 CC.mp4
CHARACTERASIANLETTERS20241220,media/SG ASL Dictionary/ASL C/SG ASL Character Asian Letters 2024-12-20 Upload/Documentation/SG ASL Character Asian Letters 2024-12-20 CC.mp4
CHEMO202513,media/SG ASL Dictionary/ASL C/SG ASL Chemo 2025-1-3 Upload/Documentation/SG ASL Chemo 2025-1-3 CC.mp4
CLOSEZIPPER202527,media/SG ASL Dictionary/ASL C/SG ASL Close Zipper 2025-2-7 Upload/Documentation/SG ASL Close Zipper 2025-2-7 CC.mp4
COCONUT202533,media/SG ASL Dictionary/ASL C/SG ASL Coconut 2025-3-3 Upload/Documentation/SG ASL Coconut 2025-3-3 CC.mp4
CLEANDISHES2025223,media/SG ASL Dictionary/ASL C/SG ASL Clean Dishes 2025-2-23 Upload/Documentation/SG ASL Clean Dishes 2025-2-23 CC.mp4
