gloss,path
COLD202538,media/SG ASL Dictionary/ASL C/SG ASL Cold 2025-3-8 Upload/Documentation/SG ASL Cold 2025-3-8 CC.mp4
CARBONDIOXIDE20241016,media/SG ASL Dictionary/ASL C/SG ASL Carbon Dioxide 2024-10-16 Upload/Documentation/SG ASL Carbon Dioxide 2024-10-16 CC.mp4
CHEQUE202514,media/SG ASL Dictionary/ASL C/SG ASL Cheque 2025-1-4 Upload/Documentation/SG ASL Cheque 2025-1-4 CC.mp4
CHRISTIANALT2025118,media/SG ASL Dictionary/ASL C/SG ASL Christian Alt 2025-1-18 Upload/Documentation/SG ASL Christian Alt 2025-1-18 CC.mp4
CLASSY2025222,media/SG ASL Dictionary/ASL C/SG ASL Classy 2025-2-22 Upload/Documentation/SG ASL Classy 2025-2-22 CC.mp4
CHANGEMONEY20241215,media/SG ASL Dictionary/ASL C/SG ASL Change Money 2024-12-15 Upload/Documentation/SG ASL Change Money 2024-12-15 CC.mp4
CHRISTMASTREE20231227,media/SG ASL Dictionary/ASL C/SG ASL Christmas Tree 2023-12-27 Upload/Documentation/SG ASL Christmas Tree 2023-12-27 CC.mp4
CHUBBYFACE2025120,media/SG ASL Dictionary/ASL C/SG ASL Chubby Face 2025-1-20 Upload/Documentation/SG ASL Chubby Face 2025-1-20 CC.mp4
COMPLAINT2025414,media/SG ASL Dictionary/ASL C/SG ASL Complaint 2025-4-14 Upload/Documentation/SG ASL Complaint 2025-4-14 CC.mp4
CIRCUMSTANCENOCONTROL2025125,media/SG ASL Dictionary/ASL C/SG ASL Circumstance No Control 2025-1-25 Upload/Documentation/SG ASL Circumstance No Control 2025-1-25 CC.mp4
COMPATIBLE202545,media/SG ASL Dictionary/ASL C/SG ASL Compatible 2025-4-5 Upload/Documentation/SG ASL Compatible 2025-4-5 CC.mp4
CLOTHFACE202528,media/SG ASL Dictionary/ASL C/SG ASL Cloth Face 2025-2-8 Upload/Documentation/SG ASL Cloth Face 2025-2-8 CC.mp4
CAMBODIA2025213,media/SG ASL Dictionary/ASL C/SG ASL Cambodia 2025-2-13 Upload/Documentation/SG ASL Cambodia 2025-2-13 CC.mp4
CHUM2025121,media/SG ASL Dictionary/ASL C/SG ASL Chum 2025-1-21 Upload/Documentation/SG ASL Chum 2025-1-21 CC.mp4
CONFRONTALT2025519,media/SG ASL Dictionary/ASL C/SG ASL Confront Alt 2025-5-19 Upload/Documentation/SG ASL Confront Alt 2025-5-19 CC.mp4
COBBLESTONE202531,media/SG ASL Dictionary/ASL C/SG ASL Cobble Stone 2025-3-1 Upload/Documentation/SG ASL Cobble Stone 2025-3-1 CC.mp4
CHORUS2025118,media/SG ASL Dictionary/ASL C/SG ASL Chorus 2025-1-18 Upload/Documentation/SG ASL Chorus 2025-1-18 CC.mp4
CONFUSE2025520,media/SG ASL Dictionary/ASL C/SG ASL Confuse 2025-5-20 Upload/Documentation/SG ASL Confuse 2025-5-20 CC.mp4
COMEHITHERFULLHAND2025325,media/SG ASL Dictionary/ASL C/SG ASL Come Hither Full Hand 2025-3-25 Upload/Documentation/SG ASL Come Hither Full Hand 2025-3-25 CC.mp4
COMPOSITION2025419,media/SG ASL Dictionary/ASL C/SG ASL Composition 2025-4-19 Upload/Documentation/SG ASL Composition 2025-4-19 CC.mp4
CHIMNEY202519,media/SG ASL Dictionary/ASL C/SG ASL Chimney 2025-1-9 Upload/Documentation/SG ASL Chimney 2025-1-9 CC.mp4
CHARACTERPLAYALT20241221,media/SG ASL Dictionary/ASL C/SG ASL Character Play Alt 2024-12-21 Upload/Documentation/SG ASL Character Play Alt 2024-12-21 CC.mp4
CHROMOSOME2025119,media/SG ASL Dictionary/ASL C/SG ASL Chromosome 2025-1-19 Upload/Documentation/SG ASL Chromosome 2025-1-19 CC.mp4
CHALKBOARD2024128,media/SG ASL Dictionary/ASL C/SG ASL Chalkboard 2024-12-8 Upload/Documentation/SG ASL Chalkboard 2024-12-8 CC.mp4
CITY2025215,media/SG ASL Dictionary/ASL C/SG ASL City 2025-2-15 Upload/Documentation/SG ASL City 2025-2-15 CC.mp4
CONSOMEONE2025426,media/SG ASL Dictionary/ASL C/SG ASL Con Someone 2025-4-26 Upload/Documentation/SG ASL Con Someone 2025-4-26 CC.mp4
CEMENTARYALT20241128,media/SG ASL Dictionary/ASL C/SG ASL Cementary Alt 2024-11-28 Upload/Documentation/SG ASL Cementary Alt 2024-11-28 CC.mp4
COMEACROSSPERSON2025324,media/SG ASL Dictionary/ASL C/SG ASL Come Across Person 2025-3-24 Upload/Documentation/SG ASL Come Across Person 2025-3-24 CC.mp4
CLEVER2025128,media/SG ASL Dictionary/ASL C/SG ASL Clever 2025-1-28 Upload/Documentation/SG ASL Clever 2025-1-28 CC.mp4
CHECKOFF20241228,media/SG ASL Dictionary/ASL C/SG ASL Check Off 2024-12-28 Upload/Documentation/SG ASL Check Off 2024-12-28 CC.mp4
CLEVERALT,media/SG ASL Dictionary/ASL C/SG ASL Clever Alt 2 Handed 2025-1-28 Upload/Documentation/SG ASL Clever Alt 2 Handed 2025-1-28 CC.mp4
CONFINEPRISON2025516,media/SG ASL Dictionary/ASL C/SG ASL Confine Prison 2025-5-16 Upload/Documentation/SG ASL Confine Prison 2025-5-16 CC.mp4
COMPACT2025412,media/SG ASL Dictionary/ASL C/SG ASL Compact 2025-4-12 Upload/Documentation/SG ASL Compact 2025-4-12 CC.mp4
CONDUCTOR,media/SG ASL Dictionary/ASL C/SG ASL Conductor Upload/Documentation/SG ASL Conductor CC.mp4
CLAWSEA2025223,media/SG ASL Dictionary/ASL C/SG ASL Claw Sea 2025-2-23 Upload/Documentation/SG ASL Claw Sea 2025-2-23 CC.mp4
CLIFF202522,media/SG ASL Dictionary/ASL C/SG ASL Cliff 2025-2-2 Upload/Documentation/SG ASL Cliff 2025-2-2 CC.mp4
CHANUKAH20241217,media/SG ASL Dictionary/ASL C/SG ASL Chanukah 2024-12-17 Upload/Documentation/SG ASL Chanukah 2024-12-17 CC.mp4
COLLEGE2025311,media/SG ASL Dictionary/ASL C/SG ASL College 2025-3-11 Upload/Documentation/SG ASL College 2025-3-11 CC.mp4
COMPRISEALT2025421,media/SG ASL Dictionary/ASL C/SG ASL Comprise Alt 2025-4-21 Upload/Documentation/SG ASL Comprise Alt 2025-4-21 CC.mp4
COMEHITHER2025325,media/SG ASL Dictionary/ASL C/SG ASL Come Hither 2025-3-25 Upload/Documentation/SG ASL Come Hither 2025-3-25 CC.mp4
CIRCLE2025123,media/SG ASL Dictionary/ASL C/SG ASL Circle 2025-1-23 Upload/Documentation/SG ASL Circle 2025-1-23 CC.mp4
CHOOSEMULTI2025115,media/SG ASL Dictionary/ASL C/SG ASL Choose Multi 2025-1-15 Upload/Documentation/SG ASL Choose Multi 2025-1-15 CC.mp4
CALLPHONE2024114,media/SG ASL Dictionary/ASL C/SG ASL Call Phone 2024-11-4 Upload/Documentation/SG ASL Call Phone 2024-11-4 CC.mp4
CONGRATULATE2025521,media/SG ASL Dictionary/ASL C/SG ASL Congratulate 2025-5-21 Upload/Documentation/SG ASL Congratulate 2025-5-21 CC.mp4
CLEANCOUNTER2H2025223,media/SG ASL Dictionary/ASL C/SG ASL Clean Counter 2H 2025-2-23 Upload/Documentation/SG ASL Clean Counter 2H 2025-2-23 CC.mp4
CONSTANTLY202563,media/SG ASL Dictionary/ASL C/SG ASL Constantly 2025-6-3 Upload/Documentation/SG ASL Constantly 2025-6-3 CC.mp4
COMMANDPERSON2025327,media/SG ASL Dictionary/ASL C/SG ASL Command Person 2025-3-27 Upload/Documentation/SG ASL Command Person 2025-3-27 CC.mp4
CHEESEBURGER202511,media/SG ASL Dictionary/ASL C/SG ASL Cheeseburger 2025-1-1 Upload/Documentation/SG ASL Cheeseburger 2025-1-1 CC.mp4
CALLIGRAPHY2025213,media/SG ASL Dictionary/ASL C/SG ASL Calligraphy 2025-2-13 Upload/Documentation/SG ASL Calligraphy 2025-2-13 CC.mp4
CONFLICT2025519,media/SG ASL Dictionary/ASL C/SG ASL Conflict 2025-5-19 Upload/Documentation/SG ASL Conflict 2025-5-19 CC.mp4
CELEBRATE20241122,media/SG ASL Dictionary/ASL C/SG ASL Celebrate 2024-11-22 Upload/Documentation/SG ASL Celebrate 2024-11-22 CC.mp4
COINCIDENCE,media/SG ASL Dictionary/ASL C/SG ASL Coincidence 2 2025-3-6 Upload/Documentation/SG ASL Coincidence 2 2025-3-6 CC.mp4
CONSECUTIVE2025528,media/SG ASL Dictionary/ASL C/SG ASL Consecutive 2025-5-28 Upload/Documentation/SG ASL Consecutive 2025-5-28 CC.mp4
CONFESS2025516,media/SG ASL Dictionary/ASL C/SG ASL Confess 2025-5-16 Upload/Documentation/SG ASL Confess 2025-5-16 CC.mp4
CHAMELEON2024128,media/SG ASL Dictionary/ASL C/SG ASL Chameleon 2024-12-8 Upload/Documentation/SG ASL Chameleon 2024-12-8 CC.mp4
CONSENT2025531,media/SG ASL Dictionary/ASL C/SG ASL Consent 2025-5-31 Upload/Documentation/SG ASL Consent 2025-5-31 CC.mp4
COMEDY2025327,media/SG ASL Dictionary/ASL C/SG ASL Comedy 2025-3-27 Upload/Documentation/SG ASL Comedy 2025-3-27 CC.mp4
COMPLETE2025415,media/SG ASL Dictionary/ASL C/SG ASL Complete 2025-4-15 Upload/Documentation/SG ASL Complete 2025-4-15 CC.mp4
CHECK20241231,media/SG ASL Dictionary/ASL C/SG ASL Check 2024-12-31 Upload/Documentation/SG ASL Check 2024-12-31 CC.mp4
CHEERLEADER202511,media/SG ASL Dictionary/ASL C/SG ASL Cheerleader 2025-1-1 Upload/Documentation/SG ASL Cheerleader 2025-1-1 CC.mp4
COLLABORATE202538,media/SG ASL Dictionary/ASL C/SG ASL Collaborate 2025-3-8 Upload/Documentation/SG ASL Collaborate 2025-3-8 CC.mp4
CHOPSTICKS2025117,media/SG ASL Dictionary/ASL C/SG ASL Chopsticks 2025-1-17 Upload/Documentation/SG ASL Chopsticks 2025-1-17 CC.mp4
COMPENSATEME2025413,media/SG ASL Dictionary/ASL C/SG ASL Compensate Me 2025-4-13 Upload/Documentation/SG ASL Compensate Me 2025-4-13 CC.mp4
CONFUSED2025519,media/SG ASL Dictionary/ASL C/SG ASL Confused 2025-5-19 Upload/Documentation/SG ASL Confused 2025-5-19 CC.mp4
CALIFORNIA20241030,media/SG ASL Dictionary/ASL C/SG ASL California 2024-10-30 Upload/Documentation/SG ASL California 2024-10-30 CC.mp4
CHOIR2025114,media/SG ASL Dictionary/ASL C/SG ASL Choir 2025-1-14 Upload/Documentation/SG ASL Choir 2025-1-14 CC.mp4
CLOTHING202529,media/SG ASL Dictionary/ASL C/SG ASL Clothing 2025-2-9 Upload/Documentation/SG ASL Clothing 2025-2-9 CC.mp4
CONSULTANTS202565,media/SG ASL Dictionary/ASL C/SG ASL Consultants 2025-6-5 Upload/Documentation/SG ASL Consultants 2025-6-5 CC.mp4
CENT20241129,media/SG ASL Dictionary/ASL C/SG ASL Cent 2024-11-29 Upload/Documentation/SG ASL Cent 2024-11-29 CC.mp4
CINEMA2025123,media/SG ASL Dictionary/ASL C/SG ASL Cinema 2025-1-23 Upload/Documentation/SG ASL Cinema 2025-1-23 CC.mp4
CIGAR2025123,media/SG ASL Dictionary/ASL C/SG ASL Cigar 2025-1-23 Upload/Documentation/SG ASL Cigar 2025-1-23 CC.mp4
CELIBATE20241125,media/SG ASL Dictionary/ASL C/SG ASL Celibate 2024-11-25 Upload/Documentation/SG ASL Celibate 2024-11-25 CC.mp4
COMPUTERVIRUS2025425,media/SG ASL Dictionary/ASL C/SG ASL Computer Virus 2025-4-25 Upload/Documentation/SG ASL Computer Virus 2025-4-25 CC.mp4
CLASSIFIED2025221,media/SG ASL Dictionary/ASL C/SG ASL Classified 2025-2-21 Upload/Documentation/SG ASL Classified 2025-2-21 CC.mp4
COLORFUL,media/SG ASL Dictionary/ASL C/SG ASL Colorful 2 H 2025-3-23 Upload/Documentation/SG ASL Colorful 2 H 2025-3-23 CC.mp4
COLLARSHIRT202539,media/SG ASL Dictionary/ASL C/SG ASL Collar Shirt 2025-3-9 Upload/Documentation/SG ASL Collar Shirt 2025-3-9 CC.mp4
CLEANER2025226,media/SG ASL Dictionary/ASL C/SG ASL Cleaner 2025-2-26 Upload/Documentation/SG ASL Cleaner 2025-2-26 CC.mp4
CHALK2024128,media/SG ASL Dictionary/ASL C/SG ASL Chalk 2024-12-8 Upload/Documentation/SG ASL Chalk 2024-12-8 CC.mp4
CONDITION2025511,media/SG ASL Dictionary/ASL C/SG ASL Condition 2025-5-11 Upload/Documentation/SG ASL Condition 2025-5-11 CC.mp4
CHEMISTRY202513,media/SG ASL Dictionary/ASL C/SG ASL Chemistry 2025-1-3 Upload/Documentation/SG ASL Chemistry 2025-1-3 CC.mp4
CONQUERMILITARY2025526,media/SG ASL Dictionary/ASL C/SG ASL Conquer Military 2025-5-26 Upload/Documentation/SG ASL Conquer Military 2025-5-26 CC.mp4
COMPLIMENT2025416,media/SG ASL Dictionary/ASL C/SG ASL Compliment 2025-4-16 Upload/Documentation/SG ASL Compliment 2025-4-16 CC.mp4
COMPLIANT2025416,media/SG ASL Dictionary/ASL C/SG ASL Compliant 2025-4-16 Upload/Documentation/SG ASL Compliant 2025-4-16 CC.mp4
COMPRESS2025420,media/SG ASL Dictionary/ASL C/SG ASL Compress 2025-4-20 Upload/Documentation/SG ASL Compress 2025-4-20 CC.mp4
CASINO20241114,media/SG ASL Dictionary/ASL C/SG ASL Casino 2024-11-14 Upload/Documentation/SG ASL Casino 2024-11-14 CC.mp4
CASUALALT,media/SG ASL Dictionary/ASL C/SG ASL Casino 2024-11-14 Upload/SG ASL Casual Alt 2 2024-11-18 Upload/Documentation/SG ASL Casual Alt 2 2024-11-18 CC.mp4
CAUTIONALT,media/SG ASL Dictionary/ASL C/SG ASL Casino 2024-11-14 Upload/SG ASL Caution Alt 2 2024-11-18 Upload/Documentation/SG ASL Caution Alt 2 2024-11-18 CC.mp4
COMPREHEND2025420,media/SG ASL Dictionary/ASL C/SG ASL Comprehend 2025-4-20 Upload/Documentation/SG ASL Comprehend 2025-4-20 CC.mp4
CHICKENWING202516,media/SG ASL Dictionary/ASL C/SG ASL Chicken Wing 2025-1-6 Upload/Documentation/SG ASL Chicken Wing 2025-1-6 CC.mp4
CHECKOUTCOUNTER20241229,media/SG ASL Dictionary/ASL C/SG ASL Checkout Counter 2024-12-29 Upload/Documentation/SG ASL Checkout Counter 2024-12-29 CC.mp4
COBRA202531,media/SG ASL Dictionary/ASL C/SG ASL Cobra 2025-3-1 Upload/Documentation/SG ASL Cobra 2025-3-1 CC.mp4
CONCOCTFOOD2025427,media/SG ASL Dictionary/ASL C/SG ASL Concoct Food 2025-4-27 Upload/Documentation/SG ASL Concoct Food 2025-4-27 CC.mp4
CHILL202519,media/SG ASL Dictionary/ASL C/SG ASL Chill 2025-1-9 Upload/Documentation/SG ASL Chill 2025-1-9 CC.mp4
CALENDERALT20241022,media/SG ASL Dictionary/ASL C/SG ASL Calender Alt 2024-10-22 Upload/Documentation/SG ASL Calender Alt 2024-10-22 CC.mp4
CEMENTARY20241128,media/SG ASL Dictionary/ASL C/SG ASL Cementary 2024-11-28 Upload/Documentation/SG ASL Cementary 2024-11-28 CC.mp4
CANDIDALT,media/SG ASL Dictionary/ASL C/SG ASL Candid Alt 2 2024-10-8 Upload/Documentation/SG ASL Candid Alt 2 2024-10-8 CC.mp4
CHILDBIRTH202518,media/SG ASL Dictionary/ASL C/SG ASL Childbirth 2025-1-8 Upload/Documentation/SG ASL Childbirth 2025-1-8 CC.mp4
CLASH,media/SG ASL Dictionary/ASL C/SG ASL Clash 1 2025-2-18 Upload/Documentation/SG ASL Clash 1 2025-2-18 CC.mp4
CITATIONTRAFFICALT2025126,media/SG ASL Dictionary/ASL C/SG ASL Citation Traffic Alt 2025-1-26 Upload/Documentation/SG ASL Citation Traffic Alt 2025-1-26 CC.mp4
CEMENT,media/SG ASL Dictionary/ASL C/SG ASL Cement 2 2024-11-27 Upload/Documentation/SG ASL Cement 2 2024-11-27 CC.mp4
CALIFORNIAALT20241029,media/SG ASL Dictionary/ASL C/SG ASL California Alt 2024-10-29 Upload/Documentation/SG ASL California Alt 2024-10-29 CC.mp4
CHEEK20241231,media/SG ASL Dictionary/ASL C/SG ASL Cheek 2024-12-31 Upload/Documentation/SG ASL Cheek 2024-12-31 CC.mp4
CONCENTRATE2025426,media/SG ASL Dictionary/ASL C/SG ASL Concentrate 2025-4-26 Upload/Documentation/SG ASL Concentrate 2025-4-26 CC.mp4
CIRCUMSTANCE2025125,media/SG ASL Dictionary/ASL C/SG ASL Circumstance 2025-1-25 Upload/Documentation/SG ASL Circumstance 2025-1-25 CC.mp4
CIGARETTE2025123,media/SG ASL Dictionary/ASL C/SG ASL Cigarette 2025-1-23 Upload/Documentation/SG ASL Cigarette 2025-1-23 CC.mp4
CONDUCTMUSIC2025513,media/SG ASL Dictionary/ASL C/SG ASL Conduct Music 2025-5-13 Upload/Documentation/SG ASL Conduct Music 2025-5-13 CC.mp4
CAMPING2024915,media/SG ASL Dictionary/ASL C/SG ASL Camping 2024-9-15 Upload/Documentation/SG ASL Camping 2024-9-15 CC.mp4
CHEETAH202512,media/SG ASL Dictionary/ASL C/SG ASL Cheetah 2025-1-2 Upload/Documentation/SG ASL Cheetah 2025-1-2 CC.mp4
CHRISTIAN2025119,media/SG ASL Dictionary/ASL C/SG ASL Christian 2025-1-19 Upload/Documentation/SG ASL Christian 2025-1-19 CC.mp4
COLONANATOMY2025317,media/SG ASL Dictionary/ASL C/SG ASL Colon Anatomy 2025-3-17 Upload/Documentation/SG ASL Colon Anatomy 2025-3-17 CC.mp4
COMEUPWITH2025326,media/SG ASL Dictionary/ASL C/SG ASL Come Up With 2025-3-26 Upload/Documentation/SG ASL Come Up With 2025-3-26 CC.mp4
CHIVARLIOUS2025113,media/SG ASL Dictionary/ASL C/SG ASL Chivarlious 2025-1-13 Upload/Documentation/SG ASL Chivarlious 2025-1-13 CC.mp4
CLEANERALT2025226,media/SG ASL Dictionary/ASL C/SG ASL Cleaner Alt 2025-2-26 Upload/Documentation/SG ASL Cleaner Alt 2025-2-26 CC.mp4
CLICKMULTIPLE2025130,media/SG ASL Dictionary/ASL C/SG ASL Click Multiple 2025-1-30 Upload/Documentation/SG ASL Click Multiple 2025-1-30 CC.mp4
COCHLEARIMPLANT202532,media/SG ASL Dictionary/ASL C/SG ASL Cochlear Implant 2025-3-2 Upload/Documentation/SG ASL Cochlear Implant 2025-3-2 CC.mp4
CLEVERALTVAR2025128,media/SG ASL Dictionary/ASL C/SG ASL Clever Alt Var 2025-1-28 Upload/Documentation/SG ASL Clever Alt Var 2025-1-28 CC.mp4
CLASSROOMALT2025221,media/SG ASL Dictionary/ASL C/SG ASL Classroom Alt 2025-2-21 Upload/Documentation/SG ASL Classroom Alt 2025-2-21 CC.mp4
COMPLETEFULL2025415,media/SG ASL Dictionary/ASL C/SG ASL Complete Full 2025-4-15 Upload/Documentation/SG ASL Complete Full 2025-4-15 CC.mp4
CLENCH2025127,media/SG ASL Dictionary/ASL C/SG ASL Clench 2025-1-27 Upload/Documentation/SG ASL Clench 2025-1-27 CC.mp4
CHAPTERALT20241218,media/SG ASL Dictionary/ASL C/SG ASL Chapter Alt 2024-12-18 Upload/Documentation/SG ASL Chapter Alt 2024-12-18 CC.mp4
COMPLETEFINISHED2025414,media/SG ASL Dictionary/ASL C/SG ASL Complete Finished 2025-4-14 Upload/Documentation/SG ASL Complete Finished 2025-4-14 CC.mp4
CONSTANT202564,media/SG ASL Dictionary/ASL C/SG ASL Constant 2025-6-4 Upload/Documentation/SG ASL Constant 2025-6-4 CC.mp4
CALCULATOR20241019,media/SG ASL Dictionary/ASL C/SG ASL Calculator 2024-10-19 Upload/Documentation/SG ASL Calculator 2024-10-19 CC.mp4
CLOSEFRIEND202524,media/SG ASL Dictionary/ASL C/SG ASL Close Friend 2025-2-4 Upload/Documentation/SG ASL Close Friend 2025-2-4 CC.mp4
COLORINGBOOK2025323,media/SG ASL Dictionary/ASL C/SG ASL Coloring Book 2025-3-23 Upload/Documentation/SG ASL Coloring Book 2025-3-23 CC.mp4
CHESS202515,media/SG ASL Dictionary/ASL C/SG ASL Chess 2025-1-5 Upload/Documentation/SG ASL Chess 2025-1-5 CC.mp4
CHATOTHER20241224,media/SG ASL Dictionary/ASL C/SG ASL Chat Other 2024-12-24 Upload/Documentation/SG ASL Chat Other 2024-12-24 CC.mp4
CHOKE(STRANGLE)2025115,media/SG ASL Dictionary/ASL C/SG ASL Choke (Strangle) 2025-1-15 Upload/Documentation/SG ASL Choke (Strangle) 2025-1-15 CC.mp4
COLOR2025323,media/SG ASL Dictionary/ASL C/SG ASL Color 2025-3-23 Upload/Documentation/SG ASL Color 2025-3-23 CC.mp4
COMEUP2025326,media/SG ASL Dictionary/ASL C/SG ASL Come Up 2025-3-26 Upload/Documentation/SG ASL Come Up 2025-3-26 CC.mp4
COMEOVER,media/SG ASL Dictionary/ASL C/SG ASL Come Over 2 2025-3-25 Upload/Documentation/SG ASL Come Over 2 2025-3-25 CC.mp4
CELCIUS20241122,media/SG ASL Dictionary/ASL C/SG ASL Celcius 2024-11-22 Upload/Documentation/SG ASL Celcius 2024-11-22 CC.mp4
CONCLUDE2025427,media/SG ASL Dictionary/ASL C/SG ASL Conclude 2025-4-27 Upload/Documentation/SG ASL Conclude 2025-4-27 CC.mp4
CALIBRATE20241028,media/SG ASL Dictionary/ASL C/SG ASL Calibrate 2024-10-28 Upload/Documentation/SG ASL Calibrate 2024-10-28 CC.mp4
CHOICEALTVAR2025114,media/SG ASL Dictionary/ASL C/SG ASL Choice Alt Var 2025-1-14 Upload/Documentation/SG ASL Choice Alt Var 2025-1-14 CC.mp4
COMPOSEDALT2025419,media/SG ASL Dictionary/ASL C/SG ASL Composed alt 2025-4-19 Upload/Documentation/SG ASL Composed alt 2025-4-19 CC.mp4
COACH2025228,media/SG ASL Dictionary/ASL C/SG ASL Coach 2025-2-28 Upload/Documentation/SG ASL Coach 2025-2-28 CC.mp4
CHORE2025117,media/SG ASL Dictionary/ASL C/SG ASL Chore 2025-1-17 Upload/Documentation/SG ASL Chore 2025-1-17 CC.mp4
CHANGEADAPTVARIANT20241212,media/SG ASL Dictionary/ASL C/SG ASL Change Adapt Variant 2024-12-12 Upload/Documentation/SG ASL Change Adapt Variant 2024-12-12 CC.mp4
CHIHUAHUA202517,media/SG ASL Dictionary/ASL C/SG ASL Chihuahua 2025-1-7 Upload/Documentation/SG ASL Chihuahua 2025-1-7 CC.mp4
CONSTIPATIONALT202564,media/SG ASL Dictionary/ASL C/SG ASL Constipation Alt 2025-6-4 Upload/Documentation/SG ASL Constipation Alt 2025-6-4 CC.mp4
COMPATIBLEALT202545,media/SG ASL Dictionary/ASL C/SG ASL Compatible Alt 2025-4-5 Upload/Documentation/SG ASL Compatible Alt 2025-4-5 CC.mp4
CLEANSHAVEN2025225,media/SG ASL Dictionary/ASL C/SG ASL Clean Shaven 2025-2-25 Upload/Documentation/SG ASL Clean Shaven 2025-2-25 CC.mp4
CIRCUMSTANCEALT2025125,media/SG ASL Dictionary/ASL C/SG ASL Circumstance Alt 2025-1-25 Upload/Documentation/SG ASL Circumstance Alt 2025-1-25 CC.mp4
CEASEFIRE20241121,media/SG ASL Dictionary/ASL C/SG ASL Ceasefire 2024-11-21 Upload/Documentation/SG ASL Ceasefire 2024-11-21 CC.mp4
CAKEWALK20241019,media/SG ASL Dictionary/ASL C/SG ASL Cakewalk 2024-10-19 Upload/Documentation/SG ASL Cakewalk 2024-10-19 CC.mp4
CLOSETEXT202528,media/SG ASL Dictionary/ASL C/SG ASL Closet Ext 2025-2-8 Upload/Documentation/SG ASL Closet Ext 2025-2-8 CC.mp4
CONFINEALT2025516,media/SG ASL Dictionary/ASL C/SG ASL Confine Alt 2025-5-16 Upload/Documentation/SG ASL Confine Alt 2025-5-16 CC.mp4
CONCOCT2025427,media/SG ASL Dictionary/ASL C/SG ASL Concoct 2025-4-27 Upload/Documentation/SG ASL Concoct 2025-4-27 CC.mp4
COLORFUL2025323,media/SG ASL Dictionary/ASL C/SG ASL Colorful 2025-3-23 Upload/Documentation/SG ASL Colorful 2025-3-23 CC.mp4
CACTUS2025212,media/SG ASL Dictionary/ASL C/SG ASL Cactus 2025-2-12 Upload/Documentation/SG ASL Cactus 2025-2-12 CC.mp4
COMPASSION202544,media/SG ASL Dictionary/ASL C/SG ASL Compassion 2025-4-4 Upload/Documentation/SG ASL Compassion 2025-4-4 CC.mp4
CARRACING20241015,media/SG ASL Dictionary/ASL C/SG ASL Car Racing 2024-10-15 Upload/Documentation/SG ASL Car Racing 2024-10-15 CC.mp4
CHEATALTVARIANT20241226,media/SG ASL Dictionary/ASL C/SG ASL Cheat Alt Variant 2024-12-26 Upload/Documentation/SG ASL Cheat Alt Variant 2024-12-26 CC.mp4
COCAINE202532,media/SG ASL Dictionary/ASL C/SG ASL Cocaine 2025-3-2 Upload/Documentation/SG ASL Cocaine 2025-3-2 CC.mp4
CONGREGATEEXT2025521,media/SG ASL Dictionary/ASL C/SG ASL Congregate Ext 2025-5-21 Upload/Documentation/SG ASL Congregate Ext 2025-5-21 CC.mp4
CLOSEMINDED202525,media/SG ASL Dictionary/ASL C/SG ASL Close Minded 2025-2-5 Upload/Documentation/SG ASL Close Minded 2025-2-5 CC.mp4
CHRISTMAS2025119,media/SG ASL Dictionary/ASL C/SG ASL Christmas 2025-1-19 Upload/Documentation/SG ASL Christmas 2025-1-19 CC.mp4
COINCIDENCEEXT202536,media/SG ASL Dictionary/ASL C/SG ASL Coincidence Ext 2025-3-6 Upload/Documentation/SG ASL Coincidence Ext 2025-3-6 CC.mp4
CLEAR2025227,media/SG ASL Dictionary/ASL C/SG ASL Clear 2025-2-27 Upload/Documentation/SG ASL Clear 2025-2-27 CC.mp4
COMPONENT2025418,media/SG ASL Dictionary/ASL C/SG ASL Component 2025-4-18 Upload/Documentation/SG ASL Component 2025-4-18 CC.mp4
COERCE202534,media/SG ASL Dictionary/ASL C/SG ASL Coerce 2025-3-4 Upload/Documentation/SG ASL Coerce 2025-3-4 CC.mp4
COMMERCIALALT2025329,media/SG ASL Dictionary/ASL C/SG ASL Commercial Alt 2025-3-29 Upload/Documentation/SG ASL Commercial Alt 2025-3-29 CC.mp4
CONFESS2H2025515,media/SG ASL Dictionary/ASL C/SG ASL Confess 2H 2025-5-15 Upload/Documentation/SG ASL Confess 2H 2025-5-15 CC.mp4
COMPENSATE2025413,media/SG ASL Dictionary/ASL C/SG ASL Compensate 2025-4-13 Upload/Documentation/SG ASL Compensate 2025-4-13 CC.mp4
CHILD202519,media/SG ASL Dictionary/ASL C/SG ASL Child 2025-1-9 Upload/Documentation/SG ASL Child 2025-1-9 CC.mp4
CONFLICTOFINTEREST2025518,media/SG ASL Dictionary/ASL C/SG ASL Conflict of Interest 2025-5-18 Upload/Documentation/SG ASL Conflict of Interest 2025-5-18 CC.mp4
CALGARY20241028,media/SG ASL Dictionary/ASL C/SG ASL Calgary 2024-10-28 Upload/Documentation/SG ASL Calgary 2024-10-28 CC.mp4
CONFORM2025519,media/SG ASL Dictionary/ASL C/SG ASL Conform 2025-5-19 Upload/Documentation/SG ASL Conform 2025-5-19 CC.mp4
CHEROKEE202514,media/SG ASL Dictionary/ASL C/SG ASL Cherokee 2025-1-4 Upload/Documentation/SG ASL Cherokee 2025-1-4 CC.mp4
CLUSTER2025212,media/SG ASL Dictionary/ASL C/SG ASL Cluster 2025-2-12 Upload/Documentation/SG ASL Cluster 2025-2-12 CC.mp4
